date,tournament,home_team,away_team,home_score,away_score,winner,tournament_category
2010-09-07,UEFA Euro qualification,Scotland,Liechtenstein,2,1,Scotland,Other Tournaments
2010-09-07,UEFA Euro qualification,Serbia,Slovenia,1,1,Draw,Other Tournaments
2010-09-07,UEFA Euro qualification,Sweden,San Marino,6,0,Sweden,Other Tournaments
2010-09-07,UEFA Euro qualification,Switzerland,England,1,3,England,Other Tournaments
2010-09-07,UEFA Euro qualification,Turkey,Belgium,3,2,Turkey,Other Tournaments
2010-09-07,Friendly,Ukraine,Chile,2,1,Ukraine,Friendly/Invitationals
2010-09-07,Friendly,United Arab Emirates,Kuwait,3,0,United Arab Emirates,Friendly/Invitationals
2010-09-07,Friendly,Venezuela,Ecuador,1,0,Venezuela,Friendly/Invitationals
2010-09-07,Friendly,Yemen,Syria,2,1,Yemen,Friendly/Invitationals
2010-09-08,Friendly,India,Thailand,1,2,Thailand,Friendly/Invitationals
2010-09-10,Friendly,Belize,Trinidad and Tobago,0,0,Draw,Friendly/Invitationals
2010-09-10,Friendly,Saint Lucia,Saint Vincent and the Grenadines,1,5,Saint Vincent and the Grenadines,Friendly/Invitationals
2010-09-11,Friendly,French Guiana,Suriname,1,2,Suriname,Friendly/Invitationals
2010-09-15,Friendly,India,Namibia,2,0,India,Friendly/Invitationals
2010-09-16,Friendly,Jordan,Iraq,4,1,Jordan,Friendly/Invitationals
2010-09-18,Friendly,Anguilla,British Virgin Islands,1,2,British Virgin Islands,Friendly/Invitationals
2010-09-18,Friendly,Yemen,Zambia,0,1,Zambia,Friendly/Invitationals
2010-09-19,Friendly,Antigua and Barbuda,Trinidad and Tobago,0,1,Trinidad and Tobago,Friendly/Invitationals
2010-09-19,Friendly,Jordan,Bahrain,2,0,Jordan,Friendly/Invitationals
2010-09-19,Friendly,Saint Martin,British Virgin Islands,3,1,Saint Martin,Friendly/Invitationals
2010-09-21,Friendly,Iraq,Oman,3,2,Iraq,Friendly/Invitationals
2010-09-21,Friendly,Saint Lucia,Trinidad and Tobago,0,3,Trinidad and Tobago,Friendly/Invitationals
2010-09-22,Coupe de l'Outre-Mer,Réunion,Saint Pierre and Miquelon,11,0,Réunion,Other Tournaments
2010-09-22,Coupe de l'Outre-Mer,French Guiana,Mayotte,2,2,Draw,Other Tournaments
2010-09-23,Friendly,Antigua and Barbuda,Saint Lucia,5,0,Antigua and Barbuda,Friendly/Invitationals
2010-09-23,Coupe de l'Outre-Mer,Martinique,Tahiti,4,1,Martinique,Other Tournaments
2010-09-23,Coupe de l'Outre-Mer,Guadeloupe,New Caledonia,1,1,Draw,Other Tournaments
2010-09-24,WAFF Championship,Iran,Bahrain,3,0,Iran,Other Tournaments
2010-09-24,WAFF Championship,Jordan,Syria,1,1,Draw,Other Tournaments
2010-09-24,Friendly,Vietnam,North Korea,0,0,Draw,Friendly/Invitationals
2010-09-25,WAFF Championship,Iraq,Yemen,2,1,Iraq,Other Tournaments
2010-09-25,Coupe de l'Outre-Mer,Mayotte,Réunion,1,2,Réunion,Other Tournaments
2010-09-25,Coupe de l'Outre-Mer,French Guiana,Saint Pierre and Miquelon,7,0,French Guiana,Other Tournaments
2010-09-26,WAFF Championship,Bahrain,Oman,2,0,Bahrain,Other Tournaments
2010-09-26,Friendly,Barbados,Dominica,1,3,Dominica,Friendly/Invitationals
2010-09-26,Friendly,Guyana,Trinidad and Tobago,1,1,Draw,Friendly/Invitationals
2010-09-26,WAFF Championship,Syria,Kuwait,1,2,Kuwait,Other Tournaments
2010-09-26,Coupe de l'Outre-Mer,New Caledonia,Martinique,0,4,Martinique,Other Tournaments
2010-09-26,Coupe de l'Outre-Mer,Guadeloupe,Tahiti,1,1,Draw,Other Tournaments
2010-09-27,WAFF Championship,Yemen,Palestine,3,1,Yemen,Other Tournaments
2010-09-28,WAFF Championship,Jordan,Kuwait,2,2,Draw,Other Tournaments
2010-09-28,WAFF Championship,Oman,Iran,2,2,Draw,Other Tournaments
2010-09-28,Coupe de l'Outre-Mer,French Guiana,Réunion,0,1,Réunion,Other Tournaments
2010-09-28,Coupe de l'Outre-Mer,Mayotte,Saint Pierre and Miquelon,10,0,Mayotte,Other Tournaments
2010-09-29,WAFF Championship,Palestine,Iraq,0,3,Iraq,Other Tournaments
2010-09-29,Coupe de l'Outre-Mer,Guadeloupe,Martinique,2,0,Guadeloupe,Other Tournaments
2010-09-29,Coupe de l'Outre-Mer,New Caledonia,Tahiti,1,1,Draw,Other Tournaments
2010-10-01,WAFF Championship,Iran,Iraq,2,1,Iran,Other Tournaments
2010-10-01,WAFF Championship,Kuwait,Yemen,1,1,Draw,Other Tournaments
2010-10-01,CFU Caribbean Cup qualification,Saint Martin,Cayman Islands,1,1,Draw,Other Tournaments
2010-10-01,Coupe de l'Outre-Mer,Mayotte,Guadeloupe,0,4,Guadeloupe,Other Tournaments
2010-10-02,CFU Caribbean Cup qualification,Puerto Rico,Anguilla,3,1,Puerto Rico,Other Tournaments
2010-10-02,Coupe de l'Outre-Mer,Réunion,Martinique,0,0,Draw,Other Tournaments
2010-10-03,WAFF Championship,Iran,Kuwait,1,2,Kuwait,Other Tournaments
2010-10-04,CFU Caribbean Cup qualification,Cayman Islands,Anguilla,4,1,Cayman Islands,Other Tournaments
2010-10-04,Friendly,India,Hong Kong,0,1,Hong Kong,Friendly/Invitationals
2010-10-04,CFU Caribbean Cup qualification,Puerto Rico,Saint Martin,2,0,Puerto Rico,Other Tournaments
2010-10-06,CFU Caribbean Cup qualification,Anguilla,Saint Martin,2,1,Anguilla,Other Tournaments
2010-10-06,CFU Caribbean Cup qualification,Barbados,Saint Kitts and Nevis,1,1,Draw,Other Tournaments
2010-10-06,CFU Caribbean Cup qualification,Puerto Rico,Cayman Islands,2,0,Puerto Rico,Other Tournaments
2010-10-07,Friendly,Iran,Brazil,0,3,Brazil,Friendly/Invitationals
2010-10-08,UEFA Euro qualification,Albania,Bosnia and Herzegovina,1,1,Draw,Other Tournaments
2010-10-08,UEFA Euro qualification,Andorra,North Macedonia,0,2,North Macedonia,Other Tournaments
2010-10-08,UEFA Euro qualification,Armenia,Slovakia,3,1,Armenia,Other Tournaments
2010-10-08,UEFA Euro qualification,Austria,Azerbaijan,3,0,Austria,Other Tournaments
2010-10-08,Friendly,China PR,Syria,2,1,China PR,Friendly/Invitationals
2010-10-08,Friendly,Colombia,Ecuador,1,0,Colombia,Friendly/Invitationals
2010-10-08,UEFA Euro qualification,Cyprus,Norway,1,2,Norway,Other Tournaments
2010-10-08,UEFA Euro qualification,Czech Republic,Scotland,1,0,Czech Republic,Other Tournaments
2010-10-08,UEFA Euro qualification,Georgia,Malta,1,0,Georgia,Other Tournaments
2010-10-08,UEFA Euro qualification,Germany,Turkey,3,0,Germany,Other Tournaments
2010-10-08,UEFA Euro qualification,Greece,Latvia,1,0,Greece,Other Tournaments
2010-10-08,UEFA Euro qualification,Hungary,San Marino,8,0,Hungary,Other Tournaments
2010-10-08,Friendly,India,Vietnam,3,1,India,Friendly/Invitationals
2010-10-08,Friendly,Indonesia,Uruguay,1,7,Uruguay,Friendly/Invitationals
2010-10-08,UEFA Euro qualification,Republic of Ireland,Russia,2,3,Russia,Other Tournaments
2010-10-08,Friendly,Japan,Argentina,1,0,Japan,Friendly/Invitationals
2010-10-08,UEFA Euro qualification,Kazakhstan,Belgium,0,2,Belgium,Other Tournaments
2010-10-08,Friendly,Kuwait,Bahrain,1,3,Bahrain,Friendly/Invitationals
2010-10-08,UEFA Euro qualification,Luxembourg,Belarus,0,0,Draw,Other Tournaments
2010-10-08,UEFA Euro qualification,Moldova,Netherlands,0,1,Netherlands,Other Tournaments
2010-10-08,UEFA Euro qualification,Montenegro,Switzerland,1,0,Montenegro,Other Tournaments
2010-10-08,CFU Caribbean Cup qualification,Montserrat,Barbados,0,5,Barbados,Other Tournaments
2010-10-08,UEFA Euro qualification,Northern Ireland,Italy,0,0,Draw,Other Tournaments
2010-10-08,Friendly,Oman,Gabon,1,0,Oman,Friendly/Invitationals
2010-10-08,Friendly,Panama,El Salvador,1,0,Panama,Friendly/Invitationals
2010-10-08,Friendly,Peru,Costa Rica,2,0,Peru,Friendly/Invitationals
2010-10-08,UEFA Euro qualification,Portugal,Denmark,3,1,Portugal,Other Tournaments
2010-10-08,UEFA Euro qualification,Serbia,Estonia,1,3,Estonia,Other Tournaments
2010-10-08,UEFA Euro qualification,Slovenia,Faroe Islands,5,1,Slovenia,Other Tournaments
2010-10-08,UEFA Euro qualification,Spain,Lithuania,3,1,Spain,Other Tournaments
2010-10-08,CFU Caribbean Cup qualification,Saint Vincent and the Grenadines,Saint Kitts and Nevis,1,1,Draw,Other Tournaments
2010-10-08,Friendly,Ukraine,Canada,2,2,Draw,Friendly/Invitationals
2010-10-08,UEFA Euro qualification,Wales,Bulgaria,0,1,Bulgaria,Other Tournaments
2010-10-09,African Cup of Nations qualification,Angola,Guinea-Bissau,1,0,Angola,Other Tournaments
2010-10-09,Friendly,Australia,Paraguay,1,0,Australia,Friendly/Invitationals
2010-10-09,African Cup of Nations qualification,Burkina Faso,Gambia,3,1,Burkina Faso,Other Tournaments
2010-10-09,African Cup of Nations qualification,Burundi,Ivory Coast,0,1,Ivory Coast,Other Tournaments
2010-10-09,African Cup of Nations qualification,Cameroon,DR Congo,1,1,Draw,Other Tournaments
2010-10-09,African Cup of Nations qualification,Comoros,Mozambique,0,1,Mozambique,Other Tournaments
2010-10-09,UEFA Euro qualification,France,Romania,2,0,France,Other Tournaments
2010-10-09,Friendly,Guatemala,Belize,4,2,Guatemala,Friendly/Invitationals
2010-10-09,UEFA Euro qualification,Israel,Croatia,1,2,Croatia,Other Tournaments
2010-10-09,African Cup of Nations qualification,Kenya,Uganda,0,0,Draw,Other Tournaments
2010-10-09,African Cup of Nations qualification,Malawi,Chad,6,2,Malawi,Other Tournaments
2010-10-09,African Cup of Nations qualification,Mali,Liberia,2,1,Mali,Other Tournaments
2010-10-09,Friendly,New Zealand,Honduras,1,1,Draw,Friendly/Invitationals
2010-10-09,African Cup of Nations qualification,Rwanda,Benin,0,3,Benin,Other Tournaments
2010-10-09,Friendly,Saudi Arabia,Uzbekistan,4,0,Saudi Arabia,Friendly/Invitationals
2010-10-09,African Cup of Nations qualification,Senegal,Mauritius,7,0,Senegal,Other Tournaments
2010-10-09,African Cup of Nations qualification,Tanzania,Morocco,0,1,Morocco,Other Tournaments
2010-10-09,Friendly,United Arab Emirates,Chile,0,2,Chile,Friendly/Invitationals
2010-10-09,Friendly,United States,Poland,2,2,Draw,Friendly/Invitationals
2010-10-10,African Cup of Nations qualification,Central African Republic,Algeria,2,0,Central African Republic,Other Tournaments
2010-10-10,African Cup of Nations qualification,Congo,Eswatini,3,1,Congo,Other Tournaments
2010-10-10,African Cup of Nations qualification,Ghana,Sudan,0,0,Draw,Other Tournaments
2010-10-10,African Cup of Nations qualification,Guinea,Nigeria,1,0,Guinea,Other Tournaments
2010-10-10,Friendly,Jamaica,Trinidad and Tobago,1,0,Jamaica,Friendly/Invitationals
2010-10-10,African Cup of Nations qualification,Libya,Zambia,1,0,Libya,Other Tournaments
2010-10-10,African Cup of Nations qualification,Madagascar,Ethiopia,0,1,Ethiopia,Other Tournaments
2010-10-10,African Cup of Nations qualification,Niger,Egypt,1,0,Niger,Other Tournaments
2010-10-10,African Cup of Nations qualification,Sierra Leone,South Africa,0,0,Draw,Other Tournaments
2010-10-10,CFU Caribbean Cup qualification,Saint Kitts and Nevis,Montserrat,4,0,Saint Kitts and Nevis,Other Tournaments
2010-10-10,African Cup of Nations qualification,Togo,Tunisia,1,2,Tunisia,Other Tournaments
2010-10-10,African Cup of Nations qualification,Zimbabwe,Cape Verde,0,0,Draw,Other Tournaments
2010-10-11,Friendly,Brazil,Ukraine,2,0,Brazil,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Armenia,Andorra,4,0,Armenia,Other Tournaments
2010-10-12,UEFA Euro qualification,Azerbaijan,Turkey,1,0,Azerbaijan,Other Tournaments
2010-10-12,Friendly,Bahrain,Uzbekistan,2,4,Uzbekistan,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Belarus,Albania,2,0,Belarus,Other Tournaments
2010-10-12,UEFA Euro qualification,Belgium,Austria,4,4,Draw,Other Tournaments
2010-10-12,Friendly,Bulgaria,Saudi Arabia,2,0,Bulgaria,Friendly/Invitationals
2010-10-12,Friendly,China PR,Uruguay,0,4,Uruguay,Friendly/Invitationals
2010-10-12,Friendly,Costa Rica,El Salvador,2,1,Costa Rica,Friendly/Invitationals
2010-10-12,Friendly,Croatia,Norway,2,1,Croatia,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Denmark,Cyprus,2,0,Denmark,Other Tournaments
2010-10-12,Friendly,Ecuador,Poland,2,2,Draw,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,England,Montenegro,0,0,Draw,Other Tournaments
2010-10-12,Friendly,Equatorial Guinea,Botswana,0,2,Botswana,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Estonia,Slovenia,0,1,Slovenia,Other Tournaments
2010-10-12,UEFA Euro qualification,Faroe Islands,Northern Ireland,1,1,Draw,Other Tournaments
2010-10-12,UEFA Euro qualification,Finland,Hungary,1,2,Hungary,Other Tournaments
2010-10-12,UEFA Euro qualification,France,Luxembourg,2,0,France,Other Tournaments
2010-10-12,UEFA Euro qualification,Greece,Israel,2,1,Greece,Other Tournaments
2010-10-12,Friendly,Guatemala,Honduras,0,2,Honduras,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Iceland,Portugal,1,3,Portugal,Other Tournaments
2010-10-12,Friendly,Indonesia,Maldives,3,0,Indonesia,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Italy,Serbia,3,0,Italy,Other Tournaments
2010-10-12,UEFA Euro qualification,Kazakhstan,Germany,0,3,Germany,Other Tournaments
2010-10-12,Friendly,South Korea,Japan,0,0,Draw,Friendly/Invitationals
2010-10-12,Friendly,Kuwait,Vietnam,3,1,Kuwait,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Latvia,Georgia,1,1,Draw,Other Tournaments
2010-10-12,UEFA Euro qualification,Liechtenstein,Czech Republic,0,2,Czech Republic,Other Tournaments
2010-10-12,UEFA Euro qualification,North Macedonia,Russia,0,1,Russia,Other Tournaments
2010-10-12,Friendly,Mexico,Venezuela,2,2,Draw,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Netherlands,Sweden,4,1,Netherlands,Other Tournaments
2010-10-12,Friendly,New Zealand,Paraguay,0,2,Paraguay,Friendly/Invitationals
2010-10-12,Friendly,Oman,Chile,0,1,Chile,Friendly/Invitationals
2010-10-12,Friendly,Panama,Peru,1,0,Panama,Friendly/Invitationals
2010-10-12,Dragon Cup,Philippines,Macau,5,0,Philippines,Other Tournaments
2010-10-12,Friendly,Qatar,Iraq,1,2,Iraq,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,San Marino,Moldova,0,2,Moldova,Other Tournaments
2010-10-12,Friendly,Saudi Arabia,Gabon,1,0,Saudi Arabia,Friendly/Invitationals
2010-10-12,UEFA Euro qualification,Scotland,Spain,2,3,Spain,Other Tournaments
2010-10-12,UEFA Euro qualification,Slovakia,Republic of Ireland,1,1,Draw,Other Tournaments
2010-10-12,UEFA Euro qualification,Switzerland,Wales,4,1,Switzerland,Other Tournaments
2010-10-12,Friendly,United Arab Emirates,Angola,0,2,Angola,Friendly/Invitationals
2010-10-12,Friendly,United States,Colombia,0,0,Draw,Friendly/Invitationals
2010-10-13,CFU Caribbean Cup qualification,Guyana,Saint Lucia,1,0,Guyana,Other Tournaments
2010-10-13,Friendly,India,Yemen,3,6,Yemen,Friendly/Invitationals
2010-10-13,CFU Caribbean Cup qualification,Suriname,Curaçao,2,1,Suriname,Other Tournaments
2010-10-14,CFU Caribbean Cup qualification,Dominican Republic,British Virgin Islands,17,0,Dominican Republic,Other Tournaments
2010-10-15,CFU Caribbean Cup qualification,British Virgin Islands,Dominica,0,10,Dominica,Other Tournaments
2010-10-15,CFU Caribbean Cup qualification,Curaçao,Guyana,2,3,Guyana,Other Tournaments
2010-10-15,CFU Caribbean Cup qualification,Suriname,Saint Lucia,2,1,Suriname,Other Tournaments
2010-10-17,CFU Caribbean Cup qualification,Dominican Republic,Dominica,0,1,Dominica,Other Tournaments
2010-10-17,CFU Caribbean Cup qualification,Saint Lucia,Curaçao,2,2,Draw,Other Tournaments
2010-10-17,CFU Caribbean Cup qualification,Suriname,Guyana,0,2,Guyana,Other Tournaments
2010-10-22,AFF Championship qualification,Timor-Leste,Philippines,0,5,Philippines,Other Tournaments
2010-10-22,CFU Caribbean Cup qualification,Grenada,Puerto Rico,3,1,Grenada,Other Tournaments
2010-10-22,AFF Championship qualification,Laos,Cambodia,0,0,Draw,Other Tournaments
2010-10-22,CFU Caribbean Cup qualification,Saint Kitts and Nevis,Guadeloupe,1,2,Guadeloupe,Other Tournaments
2010-10-24,AFF Championship qualification,Cambodia,Timor-Leste,4,2,Cambodia,Other Tournaments
2010-10-24,CFU Caribbean Cup qualification,Grenada,Saint Kitts and Nevis,2,0,Grenada,Other Tournaments
2010-10-24,CFU Caribbean Cup qualification,Guadeloupe,Puerto Rico,3,2,Guadeloupe,Other Tournaments
2010-10-24,AFF Championship qualification,Laos,Philippines,2,2,Draw,Other Tournaments
2010-10-26,CFU Caribbean Cup qualification,Grenada,Guadeloupe,0,3,Guadeloupe,Other Tournaments
2010-10-26,AFF Championship qualification,Laos,Timor-Leste,6,1,Laos,Other Tournaments
2010-10-26,Friendly,Panama,Cuba,0,3,Cuba,Friendly/Invitationals
2010-10-26,AFF Championship qualification,Philippines,Cambodia,0,0,Draw,Other Tournaments
2010-10-26,CFU Caribbean Cup qualification,Puerto Rico,Saint Kitts and Nevis,0,1,Saint Kitts and Nevis,Other Tournaments
2010-10-27,Friendly,Botswana,Eswatini,2,0,Botswana,Friendly/Invitationals
2010-10-29,ABCS Tournament,Curaçao,Aruba,3,0,Curaçao,Other Tournaments
2010-10-29,ABCS Tournament,Suriname,Bonaire,4,2,Suriname,Other Tournaments
2010-10-31,ABCS Tournament,Aruba,Bonaire,3,3,Draw,Other Tournaments
2010-10-31,ABCS Tournament,Curaçao,Suriname,2,2,Draw,Other Tournaments
2010-11-02,CFU Caribbean Cup qualification,Haiti,Guyana,0,0,Draw,Other Tournaments
2010-11-02,VFF Cup,Singapore,North Korea,1,2,North Korea,Other Tournaments
2010-11-04,CFU Caribbean Cup qualification,Trinidad and Tobago,Guyana,2,1,Trinidad and Tobago,Other Tournaments
2010-11-04,VFF Cup,Vietnam,Singapore,1,1,Draw,Other Tournaments
2010-11-06,CFU Caribbean Cup qualification,Trinidad and Tobago,Haiti,4,0,Trinidad and Tobago,Other Tournaments
2010-11-06,VFF Cup,Vietnam,North Korea,0,2,North Korea,Other Tournaments
2010-11-07,Friendly,Yemen,Uganda,2,2,Draw,Friendly/Invitationals
2010-11-10,CFU Caribbean Cup qualification,Antigua and Barbuda,Suriname,2,1,Antigua and Barbuda,Other Tournaments
2010-11-10,Friendly,Bahrain,Uganda,0,0,Draw,Friendly/Invitationals
2010-11-10,CFU Caribbean Cup qualification,Cuba,Dominica,4,2,Cuba,Other Tournaments
2010-11-10,Friendly,Yemen,North Korea,1,1,Draw,Friendly/Invitationals
2010-11-11,Friendly,Iraq,India,2,0,Iraq,Friendly/Invitationals
2010-11-12,CFU Caribbean Cup qualification,Antigua and Barbuda,Dominica,0,0,Draw,Other Tournaments
2010-11-12,CFU Caribbean Cup qualification,Suriname,Cuba,3,3,Draw,Other Tournaments
2010-11-14,CFU Caribbean Cup qualification,Antigua and Barbuda,Cuba,0,0,Draw,Other Tournaments
2010-11-14,Friendly,Bahrain,Syria,0,2,Syria,Friendly/Invitationals
2010-11-14,CFU Caribbean Cup qualification,Dominica,Suriname,0,5,Suriname,Other Tournaments
2010-11-14,Friendly,India,Kuwait,1,9,Kuwait,Friendly/Invitationals
2010-11-16,Friendly,Cape Verde,Guinea-Bissau,2,1,Cape Verde,Friendly/Invitationals
2010-11-16,Friendly,Jordan,Cyprus,0,0,Draw,Friendly/Invitationals
2010-11-16,Friendly,Saudi Arabia,Uganda,0,0,Draw,Friendly/Invitationals
2010-11-16,Friendly,Scotland,Faroe Islands,3,0,Scotland,Friendly/Invitationals
2010-11-17,Friendly,Albania,North Macedonia,0,0,Draw,Friendly/Invitationals
2010-11-17,Friendly,Argentina,Brazil,1,0,Argentina,Friendly/Invitationals
2010-11-17,Friendly,Austria,Greece,1,2,Greece,Friendly/Invitationals
2010-11-17,African Cup of Nations qualification,Botswana,Tunisia,1,0,Botswana,Other Tournaments
2010-11-17,Friendly,Bulgaria,Serbia,0,1,Serbia,Friendly/Invitationals
2010-11-17,Friendly,Burkina Faso,Guinea,2,1,Burkina Faso,Friendly/Invitationals
2010-11-17,Friendly,Chile,Uruguay,2,0,Chile,Friendly/Invitationals
2010-11-17,Friendly,China PR,Latvia,1,0,China PR,Friendly/Invitationals
2010-11-17,Friendly,Colombia,Peru,1,1,Draw,Friendly/Invitationals
2010-11-17,UEFA Euro qualification,Croatia,Malta,3,0,Croatia,Other Tournaments
2010-11-17,Friendly,Denmark,Czech Republic,0,0,Draw,Friendly/Invitationals
2010-11-17,Friendly,Ecuador,Venezuela,4,1,Ecuador,Friendly/Invitationals
2010-11-17,Friendly,Egypt,Australia,3,0,Egypt,Friendly/Invitationals
2010-11-17,Friendly,England,France,1,2,France,Friendly/Invitationals
2010-11-17,Friendly,Estonia,Liechtenstein,1,1,Draw,Friendly/Invitationals
2010-11-17,UEFA Euro qualification,Finland,San Marino,8,0,Finland,Other Tournaments
2010-11-17,Friendly,Gabon,Senegal,1,2,Senegal,Friendly/Invitationals
2010-11-17,Friendly,Guatemala,Guyana,3,0,Guatemala,Friendly/Invitationals
2010-11-17,Friendly,Hong Kong,Paraguay,0,7,Paraguay,Friendly/Invitationals
2010-11-17,Friendly,Hungary,Lithuania,2,0,Hungary,Friendly/Invitationals
